"eigenvalues","propVar","cumVar"
2.95205695098985,0.264417851674174,0.264417851674174
1.41219159212795,0.126491010553708,0.390908862227882
1.15151149570662,0.103141707943935,0.494050570171817
0.980695546447559,0.0878416012438866,0.581892171415704
0.864103923479407,0.077398406217413,0.659290577633117
0.545124259522926,0.0488271696622233,0.70811774729534
0.519663292042131,0.0465466126016421,0.754664359896982
0.482497235028416,0.0432176223030399,0.797881982200022
0.449255231016877,0.0402401122373455,0.838122094437368
0.419104421894416,0.0375394827079165,0.875661577145284
0.330105344139868,0.029567771683524,0.905229348828808
0.276275350844288,0.0247461806982689,0.929975529527077
0.211921520804845,0.0189819621318456,0.948957491658923
0.150638361170713,0.0134927857090028,0.962450277367925
0.145586891237123,0.0130403219355012,0.975490599303427
0.125399264375213,0.01123210176433,0.986722701067757
0.0776537543085775,0.0069555022919945,0.993678203359751
0.0723184264130652,0.00647761315789917,1.00015581651765
0.068572416775828,0.00614208039648111,1.00629789691413
0.0453193861637442,0.00405928981979546,1.01035718673393
0.0219701604204851,0.00196788297643571,1.01232506971036
0.0187769260903177,0.00168186269447876,1.01400693240484
-4.85722573273506e-17,-4.35065181556092e-18,1.01400693240484
-0.000245659700343202,-2.2003914994218e-05,1.01398492848985
-0.00349848540343273,-0.000313361838828671,1.01367156665102
-0.0102628430633459,-0.000919250190606657,1.01275231646041
-0.0200030179273597,-0.00179168461691735,1.01096063184349
-0.0291320172378986,-0.00260937561194314,1.00835125623155
-0.0353014180969725,-0.00316197325770541,1.00518928297385
-0.057935040227434,-0.00518928297384587,1
