"eigenvalues","propVar","cumVar"
2.33959833563028,0.212553837777473,0.212553837777473
1.90428579174685,0.173005445890721,0.385559283668194
1.28576346655816,0.116812341301901,0.502371624970094
1.12369095722209,0.102087961765049,0.604459586735143
0.795952234959708,0.0723127126788049,0.676772299413948
0.582965426187455,0.0529627401168167,0.729735039530765
0.495567289988205,0.0450225697974767,0.774757609328242
0.440389877667224,0.0400096705451378,0.814767279873379
0.409307745714445,0.0371858412013333,0.851953121074713
0.359725190821426,0.0326812379244275,0.88463435899914
0.271183868317529,0.0246372084799348,0.909271567479075
0.257301458065385,0.023375983622763,0.932647551101838
0.175493729345733,0.0159437049985196,0.948591256100358
0.154024103130634,0.0139931772612712,0.962584433361629
0.125719162071226,0.0114216572876849,0.974006090649314
0.0980845102446223,0.00891103347165011,0.982917124120964
0.0845406119598682,0.00768056261900408,0.990597686739968
0.0711737973531614,0.00646617991909927,0.997063866659067
0.0636129089660805,0.00577926891424585,1.00284313557331
0.051014973423085,0.00463473931403328,1.00747787488735
0.0444479191315518,0.00403811870129791,1.01151599358864
0.0234144069581374,0.00212721217246675,1.01364320576111
0.0159591674944376,0.00144989943231532,1.01509310519343
0.00586940777603055,0.000533239030510827,1.01562634422394
-3.33066907387547e-16,-3.0259317731488e-17,1.01562634422394
-0.000533713219136769,-4.84881491290378e-05,1.01557785607481
-0.00619026915208773,-0.000562389468787721,1.01501546660602
-0.0275504129125445,-0.00250297066284149,1.01251249594318
-0.0353757412593942,-0.00321390618825237,1.00929858975493
-0.0431657598183494,-0.00392163379937567,1.00537695595555
-0.0591846156997378,-0.00537695595555087,1
